,State,County,State_abb,"Population Estimate, 2012","Population Estimate, 2016",%change_Pop_2012_2016,Percent_Change_Groc_Stor_12_16,"SNAP-authorized stores (% change), 2012-16","SNAP-authorized stores/1,000 pop (% change), 2012-16","Fast-food restaurants (% change), 2012-16",percentage_Change_FSerResta_2012 -2016,Fast Food Restaurant,Full Service Restaurant,WIC-authorized stores,SNAPS Autorized Stores,Grocery Stores,Super Centres,Convenient Stores,Specialized Food Stores,SNAPAuthStores(%),SNAP redemptions_SNAP-authorized stores(Dollars per Store),SNAP participants (% pop),Farmer Market(Count),Farmers' _markets_acceptin_g SNAP,Adult Diabetes Rate(%),Adult Obesity(%),No. of Recreation and Fitness Facilities,Population>65 Yrs(%),Poulation<18(%),Median House Hold Income,Poverty Rate(%),Persistent Poverty Counties,Child Poverty Rate(%),Population Loss Counties,PCH_REDEMP_SNAPS_12_16,PCH_SNAP_12_16
2813, Vermont,Lamoille ,VT,24941,25333,1.55,0.0,24.83,22.98,28.57142857,30.55555556,18,47,5,29.75,9,0,24,2,,106846.24,12.51,4,1.0,7.0,25.2,5,13.34,22.34,54076.0,10.2,0,13.7,0.0,-48.74071006,-2.953731172
2814, Vermont,Orange ,VT,28947,28919,-0.1,-12.5,-2.18,-2.16,12.5,19.04761905,9,25,11,29.92,7,0,17,2,,68743.18,12.51,4,1.0,7.7,26.6,1,14.78,20.9,54552.0,9.8,0,14.8,0.0,-15.30326921,-2.953731172
2815, Vermont,Orleans ,VT,27170,26863,-1.14,-27.78,-4.74,-3.86,-7.692307692000001,-20.0,12,20,10,43.58,13,0,22,3,,114730.25,12.51,7,1.0,9.3,28.5,1,17.72,21.28,42884.0,13.3,0,20.0,0.0,-18.47458617,-2.953731172
2816, Vermont,Rutland ,VT,60895,59310,-2.67,-9.52,17.52,20.61,-6.382978723,3.571428571,44,87,15,74.92,19,0,64,5,,140087.81,12.51,7,5.0,9.4,29.5,6,16.64,19.28,51164.0,11.4,0,17.0,0.0,-34.20380177,-2.953731172
2817, Vermont,Washington ,VT,59377,58504,-1.49,4.0,1.34,3.01,32.0,-5.633802817,33,67,11,63.0,26,0,57,10,,126841.99,12.51,9,6.0,8.3,23.0,12,14.47,20.69,56333.0,9.3,0,11.1,0.0,-30.85418357,-2.953731172
2818, Vermont,Windham ,VT,44007,43145,-2.0,15.79,-2.91,-1.02,-5.0,-10.12658228,38,71,9,47.25,22,1,26,8,,111748.26,12.51,10,7.0,7.5,23.4,6,16.1,19.85,49298.0,13.2,0,18.1,0.0,-21.46202849,-2.953731172
2819, Vermont,Windsor ,VT,56233,55496,-1.33,-7.41,3.24,4.57,28.0,-2.469135802,32,79,10,47.83,25,0,46,8,,70536.01,12.51,10,6.0,8.1,24.0,8,17.81,19.85,53984.0,9.1,0,12.6,0.0,-22.05643991,-2.953731172
2820, Virginia,Accomack ,VA,33324,32947,-1.14,10.0,16.56,17.96,-14.28571429,-2.702702703,18,36,7,46.33,11,1,33,3,,148331.62,9.73,3,1.0,13.6,34.7,2,19.11,20.88,38690.0,20.4,0,31.0,0.0,-34.408665299999996,-1.4358604030000002
2821, Virginia,Albemarle ,VA,101920,106878,4.64,-28.0,14.23,9.29,9.433962264,3.278688525,58,63,10,50.83,18,2,56,4,,178408.29,9.73,5,0.0,7.6,22.6,14,14.27,21.51,71293.0,9.5,0,9.6,0.0,-28.36673196,-1.4358604030000002
2822, Virginia,Alleghany ,VA,16239,15595,-4.13,-33.33,-26.32,-23.32,-30.0,-12.5,7,7,2,12.83,2,0,9,0,,111410.36,9.73,0,0.0,11.0,33.0,0,20.34,21.23,45210.0,18.2,0,24.0,1.0,8.020718459,-1.4358604030000002
2823, Virginia,Amelia ,VA,12731,12913,1.41,-50.0,-13.01,-14.05,-33.33333333,-33.33333333,4,4,1,8.92,1,0,8,0,,134464.56,9.73,1,0.0,11.8,29.0,0,15.75,22.24,53078.0,11.1,0,17.0,0.0,-21.77692122,-1.4358604030000002
2824, Virginia,Amherst ,VA,32458,31633,-2.61,40.0,11.01,13.65,-5.882352941000001,-16.66666667,16,15,4,31.92,7,1,21,0,,153111.13,9.73,1,0.0,12.7,29.4,1,16.47,21.45,48646.0,15.0,0,20.6,0.0,-35.13839442,-1.4358604030000002
2825, Virginia,Appomattox ,VA,15154,15475,2.07,-66.67,42.52,39.32,75.0,0.0,7,7,3,15.08,1,1,11,0,,234095.13,9.73,1,0.0,11.6,29.3,3,17.41,22.21,49461.0,14.2,0,20.9,0.0,-37.64532576,-1.4358604030000002
2826, Virginia,Arlington ,VA,221625,230050,3.66,9.76,11.91,7.53,6.278026906,14.55399061,237,244,7,87.67,45,1,66,9,,100324.68,9.73,11,4.0,4.2,16.1,47,8.7,15.71,104354.0,7.1,0,8.8,0.0,-23.55485036,-1.4358604030000002
2827, Virginia,Augusta ,VA,73807,74997,1.59,0.0,-7.68,-9.33,17.39130435,-7.407407407000001,27,25,5,38.08,11,0,36,3,,80185.96,9.73,1,0.0,11.6,34.0,4,16.05,21.36,56867.0,9.3,0,12.9,0.0,-21.22432967,-1.4358604030000002
2828, Virginia,Bath ,VA,4644,4476,-3.75,0.0,62.5,68.89,0.0,0.0,1,4,0,3.25,1,0,4,0,,37782.91,9.73,1,0.0,10.9,28.7,0,22.24,16.99,44401.0,10.3,0,14.6,0.0,,-1.4358604030000002
2829, Virginia,Bedford ,VA,75776,77960,2.8,-28.57,3.34,-7.75,11.11111111,5.714285714,20,37,6,36.08,5,0,29,3,,122512.13,9.73,2,1.0,11.1,33.1,4,16.23,22.29,54153.0,9.1,0,12.8,0.0,-27.17497373,-1.4358604030000002
2830, Virginia,Bland ,VA,6699,6513,-2.86,-100.0,-16.67,-13.79,100.0,,2,1,0,5.0,0,0,5,0,,37175.91,9.73,1,0.0,10.0,30.9,0,17.37,17.88,44727.0,13.6,0,17.8,0.0,78.51446484,-1.4358604030000002
2831, Virginia,Botetourt ,VA,33182,33231,0.15,0.0,2.28,2.04,11.76470588,15.78947368,19,22,3,22.42,5,0,22,0,,61828.42,9.73,2,0.0,11.1,25.6,2,16.37,22.43,62591.0,7.4,0,9.3,0.0,-12.08729658,-1.4358604030000002
2832, Virginia,Brunswick ,VA,17040,16243,-4.91,0.0,-19.8,-16.01,-40.0,-28.57142857,3,5,2,13.17,2,0,14,0,,156495.43,9.73,1,0.0,12.0,35.9,1,16.53,19.31,39748.0,22.1,0,29.2,0.0,175.46705480000003,-1.4358604030000002
2833, Virginia,Buchanan ,VA,23920,22178,-7.85,14.29,-2.39,5.0,-10.0,75.0,9,7,5,30.58,8,1,19,0,,245744.17,9.73,0,0.0,14.6,31.8,2,16.05,18.73,32433.0,28.8,0,33.6,1.0,18.13852546,-1.4358604030000002
2834, Virginia,Buckingham ,VA,17048,17048,0.0,100.0,37.42,37.75,100.0,-50.0,2,3,3,18.67,4,0,14,0,,122032.44,9.73,1,0.0,14.3,33.5,0,14.3,19.23,43774.0,20.2,0,27.5,0.0,-46.25704298,-1.4358604030000002
2835, Virginia,Campbell ,VA,54910,54952,0.08,11.11,4.13,4.53,75.0,31.57894737,42,25,6,54.58,10,1,41,1,,149736.94,9.73,1,0.0,11.0,31.5,7,15.84,21.96,46938.0,11.7,0,16.3,0.0,-29.07284526,-1.4358604030000002
2836, Virginia,Caroline ,VA,28987,30178,3.95,-40.0,17.58,12.88,-20.0,8.333333332999999,8,13,2,25.08,3,0,18,2,,117289.79,9.73,2,0.0,10.5,29.6,2,13.12,23.98,54696.0,12.0,0,17.2,0.0,-33.10425604,-1.4358604030000002
2837, Virginia,Carroll ,VA,29920,29531,-1.32,100.0,12.18,13.39,33.33333333,50.0,12,15,4,36.08,4,0,29,2,,69532.35,9.73,1,0.0,12.3,29.1,1,19.43,20.7,42790.0,15.0,0,24.3,0.0,-28.35957896,-1.4358604030000002
2838, Virginia,Charles City ,VA,7165,7071,-1.33,0.0,26.32,27.85,0.0,100.0,0,2,0,2.0,1,0,5,0,,,9.73,0,0.0,14.2,35.2,0,16.73,17.93,51645.0,11.6,0,19.5,0.0,,-1.4358604030000002
2839, Virginia,Charlotte ,VA,12414,12129,-2.35,-75.0,15.43,18.05,0.0,25.0,3,5,1,15.58,1,0,15,0,,96013.78,9.73,0,0.0,12.0,33.5,0,18.68,23.05,37819.0,19.2,0,28.4,0.0,-20.26409342,-1.4358604030000002
2840, Virginia,Chesterfield ,VA,324124,339009,4.39,-6.67,11.17,6.2,18.0,11.8556701,236,217,33,199.08,42,6,147,9,,245320.57,9.73,8,1.0,9.1,26.0,42,10.4,26.09,75107.0,6.9,0,9.5,0.0,-21.47794616,-1.4358604030000002
2841, Virginia,Clarke ,VA,14267,14374,0.74,0.0,32.14,31.67,-33.33333333,-11.11111111,6,8,1,9.25,2,0,8,1,,46598.16,9.73,1,0.0,10.7,26.8,0,16.3,22.95,71789.0,8.4,0,10.4,0.0,-53.13310093,-1.4358604030000002
2842, Virginia,Craig ,VA,5200,5158,-0.81,50.0,50.0,51.6,-100.0,100.0,0,2,1,4.5,3,0,2,0,,91922.34,9.73,0,0.0,10.7,27.8,0,17.07,21.41,47832.0,11.9,0,21.7,0.0,,-1.4358604030000002
2843, Virginia,Culpeper ,VA,47778,50083,4.6,-9.09,1.76,-2.65,3.7037037039999996,0.0,28,28,4,33.75,10,1,21,4,,210434.01,9.73,2,0.0,10.6,31.8,5,12.2,25.88,63728.0,10.2,0,14.9,0.0,-31.89329215,-1.4358604030000002
2844, Virginia,Cumberland ,VA,9848,9652,-2.03,100.0,1.92,4.0,0.0,-40.0,0,3,0,8.83,2,0,11,1,,47795.67,9.73,0,0.0,13.8,32.1,0,16.09,22.75,40958.0,19.6,0,30.8,0.0,-17.24762401,-1.4358604030000002
2845, Virginia,Dickenson ,VA,15674,14968,-4.72,-40.0,-4.18,0.44,-42.85714286,80.0,4,9,2,22.92,3,0,12,0,,115308.29,9.73,1,0.0,10.4,35.1,0,16.75,20.9,32620.0,25.0,0,33.0,1.0,-3.374086147,-1.4358604030000002
2846, Virginia,Dinwiddie ,VA,28306,28144,-0.58,-28.57,-3.47,-3.99,20.0,0.0,6,8,4,23.17,5,0,18,0,,192958.59,9.73,0,0.0,11.4,32.7,1,13.66,22.78,52694.0,12.4,0,17.5,0.0,-11.10561655,-1.4358604030000002
2847, Virginia,Essex ,VA,11156,11123,-0.3,0.0,53.08,54.59,-9.090909091,10.0,10,11,3,16.58,2,1,10,1,,251079.46,9.73,1,0.0,14.1,32.7,2,17.36,21.98,47427.0,15.5,0,26.7,0.0,-52.90463073,-1.4358604030000002
2848, Virginia,Fairfax ,VA,1120382,1138652,1.6,-2.58,7.82,5.93,5.930232557999999,7.122507122999999,911,752,61,376.67,189,9,253,51,,189979.37,9.73,23,4.0,6.2,20.3,150,9.83,24.28,112844.0,6.2,0,7.5,0.0,-10.70991822,-1.4358604030000002
2849, Virginia,Fauquier ,VA,66677,69069,3.46,0.0,6.63,2.73,41.02564103,-12.5,55,42,5,32.17,12,1,32,3,,118116.18,9.73,5,0.0,10.3,25.5,9,12.71,25.22,89610.0,6.8,0,8.3,0.0,-30.58450832,-1.4358604030000002
2850, Virginia,Floyd ,VA,15449,15731,1.79,-25.0,7.38,5.05,-42.85714286,50.0,4,12,2,13.33,3,0,6,2,,101975.75,9.73,1,1.0,9.5,26.5,1,17.58,21.91,48448.0,11.9,0,18.2,0.0,-26.93455927,-1.4358604030000002
2851, Virginia,Fluvanna ,VA,25898,26271,1.42,0.0,14.39,13.06,66.66666667,-9.090909091,5,10,3,13.25,3,0,7,0,,68275.28,9.73,1,0.0,11.1,27.6,2,15.66,23.04,65899.0,7.8,0,10.4,0.0,-42.90267765,-1.4358604030000002
2852, Virginia,Franklin ,VA,56327,56069,-0.46,-33.33,-1.6,-1.0,-7.142857143,15.38461539,26,30,5,46.0,4,1,41,1,,168183.93,9.73,2,0.0,11.1,28.4,7,17.59,20.79,49117.0,13.1,0,19.1,0.0,-25.91553988,-1.4358604030000002
2853, Virginia,Frederick ,VA,80238,84421,4.95,11.11,10.17,4.81,23.68421053,27.77777778,47,46,9,48.75,10,3,41,4,,193678.82,9.73,0,0.0,9.3,31.7,7,12.71,25.13,69991.0,7.7,0,10.7,0.0,-49.61519307,-1.4358604030000002
2854, Virginia,Giles ,VA,16979,16857,-0.72,0.0,1.08,1.5,-14.28571429,0.0,12,11,3,23.5,5,1,15,0,,150108.57,9.73,1,1.0,10.6,30.3,0,18.03,21.66,46727.0,10.6,0,17.6,0.0,-17.59416487,-1.4358604030000002
2855, Virginia,Gloucester ,VA,36909,37214,0.82,0.0,0.28,-0.61,-9.090909091,4.347826087,20,24,4,30.0,5,1,20,3,,176454.05,9.73,2,0.0,11.1,34.5,6,14.68,22.08,63742.0,9.3,0,14.7,0.0,-28.03674418,-1.4358604030000002
2856, Virginia,Goochland ,VA,21340,22668,5.86,0.0,31.48,23.82,-12.5,21.42857143,7,17,2,11.83,2,0,12,1,,87617.32,9.73,3,3.0,11.5,28.4,0,14.91,20.26,86257.0,7.4,0,9.8,0.0,-43.89057456,-1.4358604030000002
2857, Virginia,Grayson ,VA,15232,15107,-0.83,0.0,20.33,20.93,50.0,-12.5,3,7,1,12.33,1,0,9,0,,67074.38,9.73,1,1.0,11.0,30.3,0,20.98,18.99,37684.0,20.1,0,29.4,0.0,-39.93726111,-1.4358604030000002
2858, Virginia,Greene ,VA,18851,19371,2.68,-33.33,-7.56,-10.43,75.0,11.11111111,7,10,2,9.17,2,1,7,1,,324683.22,9.73,1,0.0,9.9,27.9,3,12.74,24.95,60406.0,9.3,0,13.9,0.0,-12.5567275,-1.4358604030000002
2859, Virginia,Greensville ,VA,11745,11706,-0.33,,-44.9,-44.22,100.0,,4,1,0,4.5,1,0,9,0,,13764.04,9.73,0,0.0,14.1,32.7,0,12.55,16.38,40252.0,27.9,0,28.7,0.0,-93.35394823,-1.4358604030000002
2860, Virginia,Halifax ,VA,35791,34992,-2.28,11.11,-16.7,-14.66,4.166666667,4.545454545,25,23,4,39.92,10,1,36,1,,217348.71,9.73,2,2.0,15.9,32.4,3,19.37,22.03,40432.0,16.9,0,25.6,0.0,5.8758198770000005,-1.4358604030000002
2861, Virginia,Hanover ,VA,100421,104392,3.8,-25.0,20.85,16.54,7.142857143,12.12121212,75,74,11,71.0,12,3,59,5,,217969.09,9.73,2,1.0,9.4,27.4,13,13.12,25.03,81900.0,6.2,0,7.1,0.0,-46.32868916,-1.4358604030000002
2862, Virginia,Henrico ,VA,315877,326501,3.25,-4.55,16.35,12.23,7.6,16.66666667,269,273,38,260.33,63,7,153,26,,228462.84,9.73,3,2.0,9.7,27.5,51,12.36,24.23,65524.0,9.3,0,13.0,0.0,-30.11821595,-1.4358604030000002
2863, Virginia,Henry ,VA,52950,51445,-2.93,-21.43,1.29,4.29,-8.823529412000001,-28.0,31,18,6,71.83,11,0,47,0,,203381.07,9.73,0,0.0,15.1,32.3,5,19.68,20.51,36695.0,19.6,0,30.5,0.0,-22.22461778,-1.4358604030000002
2864, Virginia,Highland ,VA,2252,2216,-1.62,0.0,-15.79,-14.69,0.0,50.0,0,3,0,2.67,1,0,5,0,,20542.27,9.73,1,1.0,12.4,26.3,0,24.95,14.91,42363.0,13.8,0,24.2,1.0,,-1.4358604030000002
2865, Virginia,Isle of Wight ,VA,35431,36596,3.18,-16.67,14.48,10.74,-13.04347826,9.523809523999999,20,23,3,27.67,5,0,21,2,,133000.2,9.73,2,1.0,12.6,29.3,4,14.64,22.77,67480.0,9.9,0,13.1,0.0,-30.35706507,-1.4358604030000002
2866, Virginia,James City ,VA,69326,74404,6.82,-10.0,36.71,26.72,-11.42857143,6.382978723,31,50,6,39.42,9,0,20,9,,99586.53,9.73,1,0.0,10.5,25.2,16,20.7,21.47,77668.0,7.1,0,10.2,0.0,-28.01646263,-1.4358604030000002
2867, Virginia,King and Queen ,VA,7070,7159,1.24,,200.0,195.26,0.0,100.0,0,2,0,3.0,1,0,5,0,,,9.73,1,0.0,12.2,30.1,0,17.32,20.76,47513.0,14.0,0,20.5,0.0,,-1.4358604030000002
2868, Virginia,King George ,VA,24615,25984,5.27,50.0,39.26,31.31,-14.28571429,-6.666666667,12,14,4,18.92,3,1,11,0,,203310.71,9.73,1,1.0,9.3,28.3,3,10.16,27.73,81128.0,7.1,0,9.6,0.0,-34.47181519,-1.4358604030000002
2869, Virginia,King William ,VA,15979,16334,2.17,50.0,-11.54,-13.45,16.66666667,55.55555556,7,14,2,13.42,3,0,7,1,,143898.1,9.73,1,0.0,10.3,26.3,1,12.36,24.69,64651.0,7.9,0,12.2,0.0,-13.96939978,-1.4358604030000002
2870, Virginia,Lancaster ,VA,11223,10972,-2.29,-50.0,-1.9,0.46,11.11111111,-22.22222222,10,14,1,17.25,3,1,10,2,,161524.5,9.73,1,0.0,13.8,29.8,1,31.2,16.07,47098.0,13.1,0,26.2,0.0,-28.41699183,-1.4358604030000002
2871, Virginia,Lee ,VA,25556,24179,-5.7,0.0,4.28,9.86,16.66666667,-11.11111111,7,8,6,32.5,6,1,19,0,,205817.73,9.73,1,0.0,12.1,29.4,0,16.04,20.23,32135.0,25.9,1,36.3,0.0,-14.04527281,-1.4358604030000002
2872, Virginia,Loudoun ,VA,338196,385945,12.37,18.0,20.04,4.78,19.17808219,20.19230769,261,250,21,113.33,59,6,86,18,,123197.66,9.73,9,1.0,6.9,21.6,40,6.54,30.56,125900.0,3.7,0,4.0,0.0,-23.618246799999998,-1.4358604030000002
2873, Virginia,Louisa ,VA,33535,35236,4.83,0.0,57.21,49.16,-18.18181818,44.44444444,9,13,5,26.33,4,1,22,0,,200567.32,9.73,2,1.0,10.9,32.4,2,14.47,22.13,57015.0,10.6,0,16.7,0.0,-49.61882145,-1.4358604030000002
2874, Virginia,Lunenburg ,VA,12633,12273,-2.93,66.67,16.81,19.81,-50.0,75.0,2,7,2,11.0,5,0,10,0,,197776.8,9.73,1,0.0,13.2,27.5,0,17.2,19.31,38941.0,21.1,0,29.0,0.0,-1.9394532519999998,-1.4358604030000002
2875, Virginia,Madison ,VA,13180,13078,-0.78,50.0,-4.0,-3.1,-16.66666667,133.3333333,5,7,1,10.0,6,0,9,0,,85673.93,9.73,1,0.0,11.4,29.1,1,17.51,22.32,53655.0,10.4,0,18.2,0.0,-25.16126761,-1.4358604030000002
2876, Virginia,Mathews ,VA,8903,8782,-1.38,0.0,20.0,21.39,0.0,14.28571429,5,8,1,6.0,2,0,5,0,,113215.45,9.73,1,0.0,11.9,27.8,2,25.51,18.2,56119.0,10.2,0,17.9,0.0,-36.66195538,-1.4358604030000002
2877, Virginia,Mecklenburg ,VA,31738,30892,-2.74,0.0,26.07,29.57,4.166666667,-22.22222222,25,21,6,54.0,6,1,39,1,,139563.75,9.73,1,0.0,13.7,30.9,2,20.73,19.48,33650.0,20.4,0,27.5,0.0,-38.59557646,-1.4358604030000002
2878, Virginia,Middlesex ,VA,10817,10778,-0.36,0.0,-1.39,-0.99,16.66666667,20.0,7,18,2,11.83,3,0,11,2,,129753.78,9.73,3,0.0,12.4,26.2,1,25.18,16.07,52407.0,12.8,0,25.1,0.0,-16.60023224,-1.4358604030000002
2879, Virginia,Montgomery ,VA,95736,98602,2.91,-38.89,0.66,-2.82,-3.076923077,2.597402597,63,79,9,63.75,11,1,44,5,,125043.62,9.73,4,3.0,6.8,24.2,12,9.78,16.01,51157.0,20.8,0,15.2,0.0,-26.86486797,-1.4358604030000002
2880, Virginia,Nelson ,VA,14825,14869,0.3,-50.0,-6.58,-6.84,-14.28571429,42.85714286,6,10,1,11.83,2,0,17,0,,107966.43,9.73,3,1.0,12.9,29.7,1,19.89,19.25,49621.0,13.9,0,23.2,0.0,-20.55243154,-1.4358604030000002
2881, Virginia,New Kent ,VA,19159,21147,9.4,33.33,67.78,52.08,-9.090909091,40.0,10,14,3,12.58,4,0,13,0,,136825.48,9.73,1,0.0,9.9,28.2,1,12.08,22.25,79322.0,6.7,0,10.2,0.0,-46.70268812,-1.4358604030000002
2882, Virginia,Northampton ,VA,12214,12139,-0.62,-25.0,-12.5,-11.87,8.333333332999999,-35.71428571,13,9,3,15.75,3,0,13,1,,176610.5,9.73,1,0.0,14.6,36.1,1,22.45,19.66,37515.0,20.5,1,33.7,0.0,-23.5881047,-1.4358604030000002
2883, Virginia,Northumberland ,VA,12366,12222,-1.18,33.33,0.0,1.01,-25.0,9.090909091,3,12,4,13.33,4,0,8,2,,101400.61,9.73,1,0.0,14.8,26.3,0,30.11,16.39,52075.0,13.7,0,29.0,0.0,-18.41719281,-1.4358604030000002
2884, Virginia,Nottoway ,VA,15775,15595,-1.15,0.0,12.79,14.48,44.44444444,0.0,13,13,3,20.58,4,1,16,1,,173815.18,9.73,1,0.0,14.0,34.0,0,17.05,20.58,39544.0,23.7,0,28.7,0.0,-38.06953653,-1.4358604030000002
2885, Virginia,Orange ,VA,34166,35533,3.85,-25.0,34.0,29.15,52.94117647,52.94117647,26,26,3,27.92,3,0,22,1,,142135.59,9.73,2,0.0,10.1,28.3,3,18.11,22.88,59482.0,10.4,0,15.2,0.0,-27.87884261,-1.4358604030000002
2886, Virginia,Page ,VA,23885,23654,-0.98,0.0,-2.79,-1.8,13.33333333,-27.77777778,17,13,5,17.42,6,1,14,0,,206226.81,9.73,3,1.0,10.9,28.3,2,17.67,21.6,43313.0,15.0,0,23.2,0.0,-24.36502436,-1.4358604030000002
2887, Virginia,Patrick ,VA,18406,17923,-2.69,-66.67,21.33,24.9,-33.33333333,-12.5,6,7,3,21.33,2,1,16,2,,114609.5,9.73,2,1.0,12.5,30.9,0,21.49,19.29,37360.0,17.0,0,25.5,0.0,-37.76897696,-1.4358604030000002
2888, Virginia,Pittsylvania ,VA,63032,61687,-2.18,-50.0,3.86,5.74,0.0,5.555555556,15,19,4,56.08,5,0,40,2,,79862.48,9.73,1,0.0,14.3,32.0,0,17.19,21.23,42390.0,17.1,0,25.6,0.0,-45.69664836,-1.4358604030000002
2889, Virginia,Powhatan ,VA,28172,28443,0.95,33.33,28.57,27.12,-40.0,14.28571429,6,16,2,9.0,4,1,13,2,,235211.19,9.73,1,0.0,10.7,30.0,1,12.15,23.09,77761.0,6.4,0,8.5,0.0,-16.84081054,-1.4358604030000002
2890, Virginia,Prince Edward ,VA,23188,23142,-0.2,0.0,5.7,6.14,0.0,0.0,15,18,4,23.17,5,1,20,0,,262710.77,9.73,1,1.0,11.4,32.1,1,13.91,17.36,41088.0,22.3,0,29.1,0.0,-32.20584912,-1.4358604030000002
2891, Virginia,Prince George ,VA,37152,37845,1.83,0.0,1.0,-1.42,183.33333330000002,114.2857143,17,15,3,16.92,3,0,14,0,,148732.39,9.73,1,1.0,12.3,33.2,1,10.39,22.54,63320.0,9.9,0,12.3,0.0,-38.59590091,-1.4358604030000002
2892, Virginia,Prince William ,VA,430368,455210,5.46,0.0,11.14,5.06,9.266409266,16.25615764,283,236,32,187.83,63,11,123,15,,256236.73,9.73,8,1.0,7.9,25.5,48,6.77,28.9,99206.0,6.7,0,9.0,0.0,-19.57735155,-1.4358604030000002
2893, Virginia,Pulaski ,VA,34746,34203,-1.59,-25.0,-3.4,-1.9,10.0,-18.75,33,13,8,37.83,6,2,20,1,,236813.15,9.73,3,0.0,13.7,33.0,5,17.87,19.5,48218.0,15.0,0,22.1,0.0,-13.58983268,-1.4358604030000002
2894, Virginia,Rappahannock ,VA,7454,7388,-0.89,-33.33,0.0,0.92,0.0,75.0,2,7,0,1.0,2,0,5,0,,0.0,9.73,0,0.0,11.7,27.2,0,19.1,19.87,62729.0,9.8,0,15.6,0.0,,-1.4358604030000002
2895, Virginia,Richmond ,VA,9037,8774,-3.0,0.0,-17.95,-15.28,-60.0,20.0,2,6,1,8.0,2,0,4,0,,169223.24,9.73,1,0.0,11.6,29.9,2,18.18,17.19,43888.0,17.7,0,23.0,0.0,6.073661046000001,-1.4358604030000002
2896, Virginia,Roanoke ,VA,92991,94031,1.11,-14.29,-0.81,-2.0,15.2173913,14.28571429,53,64,13,51.33,12,1,39,2,,257132.06,9.73,2,2.0,11.5,26.6,17,17.23,21.77,63372.0,7.3,0,9.4,0.0,-23.76469027,-1.4358604030000002
2897, Virginia,Rockbridge ,VA,22474,22392,-0.37,33.33,13.88,13.89,-18.18181818,0.0,9,15,3,19.83,4,1,23,2,,137232.03,9.73,2,0.0,11.4,24.8,0,20.71,19.12,47561.0,12.8,0,18.6,0.0,-46.45249033,-1.4358604030000002
2898, Virginia,Rockingham ,VA,77429,79744,2.9,9.09,4.6,1.51,-10.0,24.13793103,27,36,5,36.0,12,1,33,7,,146891.16,9.73,1,1.0,9.9,26.4,6,15.68,23.68,52953.0,11.0,0,14.0,0.0,-23.88131359,-1.4358604030000002
2899, Virginia,Russell ,VA,28421,27370,-3.84,-60.0,-21.89,-18.82,-16.66666667,-7.142857143,15,13,3,24.08,2,1,17,0,,198774.6,9.73,1,0.0,11.5,28.9,0,16.4,20.43,38386.0,21.2,0,28.2,0.0,13.73110934,-1.4358604030000002
2900, Virginia,Scott ,VA,22799,21930,-3.96,20.0,-2.42,1.37,-16.66666667,50.0,10,9,5,33.67,6,0,23,0,,148150.64,9.73,2,1.0,14.1,31.2,1,19.72,19.31,37567.0,19.2,0,24.5,0.0,-5.159401869,-1.4358604030000002
2901, Virginia,Shenandoah ,VA,42615,43175,1.3,22.22,24.81,23.1,4.545454545,-3.7037037039999996,23,26,4,40.67,11,1,27,2,,124391.66,9.73,3,2.0,10.5,26.6,3,18.5,21.98,54281.0,11.5,0,17.7,0.0,-41.27702921,-1.4358604030000002
2902, Virginia,Smyth ,VA,31872,31062,-2.61,16.67,22.42,25.01,-17.39130435,12.5,19,18,7,39.58,7,0,21,1,,191570.77,9.73,2,1.0,9.7,29.6,1,18.15,20.86,38933.0,18.1,0,27.6,0.0,-30.872880199999997,-1.4358604030000002
2903, Virginia,Southampton ,VA,18575,18057,-2.87,0.0,-2.72,-0.82,33.33333333,25.0,4,5,1,14.92,3,0,10,2,,66504.96,9.73,0,0.0,12.6,31.1,0,15.23,21.1,48119.0,15.2,0,20.9,0.0,-15.18754519,-1.4358604030000002
2904, Virginia,Spotsylvania ,VA,126194,132010,4.41,-20.83,17.12,11.51,-1.123595506,4.109589041,88,76,11,92.33,19,4,50,3,,182600.85,9.73,3,2.0,12.6,32.7,11,9.9,27.81,76181.0,7.7,0,10.9,0.0,-29.40131213,-1.4358604030000002
2905, Virginia,Stafford ,VA,134472,144361,6.85,33.33,13.06,5.22,5.555555556,18.644067800000002,76,70,12,69.25,12,3,44,3,,176093.97,9.73,1,1.0,8.3,29.6,10,7.34,28.84,95666.0,5.4,0,7.1,0.0,-28.72068859,-1.4358604030000002
2906, Virginia,Surry ,VA,6851,6544,-4.69,-33.33,1.37,6.02,0.0,0.0,1,2,0,6.17,2,0,4,1,,32988.06,9.73,1,0.0,14.0,35.3,0,15.88,21.07,51331.0,13.0,0,20.0,0.0,-30.10239391,-1.4358604030000002
2907, Virginia,Sussex ,VA,11929,11504,-3.69,-40.0,1.34,5.46,20.0,-28.57142857,6,5,3,18.92,3,0,10,0,,76236.2,9.73,0,0.0,13.5,35.9,2,14.49,16.78,39900.0,22.1,0,29.0,0.0,-18.283827399999996,-1.4358604030000002
2908, Virginia,Tazewell ,VA,44242,42150,-4.96,0.0,-8.31,-3.7,-3.03030303,43.75,32,23,8,52.42,8,3,34,0,,355107.95,9.73,4,1.0,15.3,30.3,2,17.21,20.35,40476.0,17.2,0,24.1,0.0,9.802412965,-1.4358604030000002
