,FIPS,State,County,"SNAP-authorized stores (% change), 2012-16","SNAP-authorized stores/1,000 pop (% change), 2012-16"
1265,26069,MI,Iosco,-8.66,-8.55
1266,26071,MI,Iron,68.87,74.78
1267,26073,MI,Isabella,4.31,3.34
1268,26075,MI,Jackson,1.94,3.13
1269,26077,MI,Kalamazoo,5.1,2.26
1270,26079,MI,Kalkaska,16.76,15.65
1271,26081,MI,Kent,4.23,-0.26
1272,26083,MI,Keweenaw,0.0,0.73
1273,26085,MI,Lake,-5.0,-4.98
1274,26087,MI,Lapeer,-2.76,-2.94
1275,26089,MI,Leelanau,6.52,5.75
1276,26091,MI,Lenawee,14.92,15.48
1277,26093,MI,Livingston,0.32,-2.76
1278,26095,MI,Luce,-25.24,-23.31
1279,26097,MI,Mackinac,-5.61,-2.85
1280,26099,MI,Macomb,-1.67,-3.97
1281,26101,MI,Manistee,-0.82,0.39
1282,26103,MI,Marquette,29.38,32.24
1283,26105,MI,Mason,3.72,3.02
1284,26107,MI,Mecosta,0.85,1.08
1285,26109,MI,Menominee,23.24,26.07
1286,26111,MI,Midland,14.37,14.87
1287,26113,MI,Missaukee,2.9,2.41
1288,26115,MI,Monroe,-9.2,-8.08
1289,26117,MI,Montcalm,-4.84,-4.66
1290,26119,MI,Montmorency,-16.9,-14.16
1291,26121,MI,Muskegon,5.8,3.83
1292,26123,MI,Newaygo,8.78,8.82
1293,26125,MI,Oakland,1.75,-0.16
1294,26127,MI,Oceana,8.68,9.86
1295,26129,MI,Ogemaw,20.26,23.32
1296,26131,MI,Ontonagon,-2.7,5.56
1297,26133,MI,Osceola,3.44,4.18
1298,26135,MI,Oscoda,5.19,9.37
1299,26137,MI,Otsego,14.92,12.8
1300,26139,MI,Ottawa,0.82,-3.88
1301,26141,MI,Presque Isle,34.03,37.88
1302,26143,MI,Roscommon,13.14,15.08
1303,26145,MI,Saginaw,7.02,10.37
1304,26147,MI,St. Clair,-3.39,-2.76
1305,26149,MI,St. Joseph,0.39,0.29
1306,26151,MI,Sanilac,-7.78,-5.87
1307,26153,MI,Schoolcraft,63.64,70.63
1308,26155,MI,Shiawassee,-0.95,0.03
1309,26157,MI,Tuscola,3.87,6.45
1310,26159,MI,Van Buren,19.56,19.92
1311,26161,MI,Washtenaw,5.79,1.8
1312,26163,MI,Wayne,-5.76,-3.44
1313,26165,MI,Wexford,1.43,-0.27
1314,27001,MN,Aitkin,7.34,9.71
1315,27003,MN,Anoka,0.84,-1.95
1316,27005,MN,Becker,0.0,-2.18
1317,27007,MN,Beltrami,-8.04,-9.5
1318,27009,MN,Benton,36.4,32.56
1319,27011,MN,Big Stone,29.69,32.62
1320,27013,MN,Blue Earth,3.41,1.31
1321,27015,MN,Brown,1.6,1.98
1322,27017,MN,Carlton,38.34,36.83
1323,27019,MN,Carver,-0.67,-7.17
1324,27021,MN,Cass,8.39,6.01
1325,27023,MN,Chippewa,8.62,8.64
1326,27025,MN,Chisago,10.05,7.44
1327,27027,MN,Clay,14.75,9.79
1328,27029,MN,Clearwater,0.0,-1.4
1329,27031,MN,Cook,17.65,15.4
1330,27033,MN,Cottonwood,50.56,52.23
1331,27035,MN,Crow Wing,36.7,34.43
1332,27037,MN,Dakota,2.88,-0.17
1333,27039,MN,Dodge,36.08,34.26
1334,27041,MN,Douglas,14.46,11.28
1335,27043,MN,Faribault,12.24,14.89
1336,27045,MN,Fillmore,21.94,20.95
1337,27047,MN,Freeborn,25.9,28.41
1338,27049,MN,Goodhue,6.6,5.82
1339,27051,MN,Grant,35.9,35.62
1340,27053,MN,Hennepin,2.13,-1.84
1341,27055,MN,Houston,2.27,2.4
1342,27057,MN,Hubbard,34.84,32.42
1343,27059,MN,Isanti,22.46,20.02
1344,27061,MN,Itasca,2.02,1.97
1345,27063,MN,Jackson,20.0,24.07
1346,27065,MN,Kanabec,56.72,58.45
1347,27067,MN,Kandiyohi,10.31,10.01
1348,27069,MN,Kittson,-2.38,1.22
1349,27071,MN,Koochiching,30.08,36.05
1350,27073,MN,Lac qui Parle,22.41,29.6
1351,27075,MN,Lake,64.06,67.04
1352,27077,MN,Lake of the Woods,65.52,72.42
1353,27079,MN,Le Sueur,19.25,19.63
1354,27081,MN,Lincoln,16.67,17.37
1355,27083,MN,Lyon,-0.78,-1.39
1356,27085,MN,McLeod,39.84,40.66
1357,27087,MN,Mahnomen,-20.83,-19.8
1358,27089,MN,Marshall,27.38,29.09
1359,27091,MN,Martin,22.95,26.96
1360,27093,MN,Meeker,46.85,46.54
1361,27095,MN,Mille Lacs,48.48,47.76
1362,27097,MN,Morrison,18.77,19.61
1363,27099,MN,Mower,1.72,2.26
1364,27101,MN,Murray,87.5,93.08
1365,27103,MN,Nicollet,39.53,36.85
1366,27105,MN,Nobles,3.59,1.87
1367,27107,MN,Norman,0.0,0.84
1368,27109,MN,Olmsted,6.33,2.14
1369,27111,MN,Otter Tail,12.68,11.13
1370,27113,MN,Pennington,-6.82,-7.87
1371,27115,MN,Pine,21.93,23.38
1372,27117,MN,Pipestone,-7.2,-5.76
1373,27119,MN,Polk,5.66,4.85
1374,27121,MN,Pope,79.25,76.7
1375,27123,MN,Ramsey,-4.46,-8.08
1376,27125,MN,Red Lake,-30.23,-28.84
1377,27127,MN,Redwood,19.05,23.6
1378,27129,MN,Renville,7.34,12.53
1379,27131,MN,Rice,-0.74,-1.9
1380,27133,MN,Rock,24.39,24.25
1381,27135,MN,Roseau,26.32,25.1
1382,27137,MN,St. Louis,20.27,20.48
1383,27139,MN,Scott,5.47,-0.79
1384,27141,MN,Sherburne,23.84,18.45
1385,27143,MN,Sibley,10.31,12.51
1386,27145,MN,Stearns,20.55,17.42
1387,27147,MN,Steele,14.81,13.31
1388,27149,MN,Stevens,24.14,23.75
1389,27151,MN,Swift,16.67,18.83
1390,27153,MN,Todd,25.35,26.78
1391,27155,MN,Traverse,6.25,9.26
1392,27157,MN,Wabasha,20.37,21.52
1393,27159,MN,Wadena,46.43,46.49
1394,27161,MN,Waseca,8.33,10.2
1395,27163,MN,Washington,13.64,9.58
1396,27165,MN,Watonwan,15.67,18.63
1397,27167,MN,Wilkin,30.56,35.22
1398,27169,MN,Winona,-5.14,-3.87
1399,27171,MN,Wright,21.37,16.59
1400,27173,MN,Yellow Medicine,26.19,29.02
1401,28001,MS,Adams,3.35,6.24
1402,28003,MS,Alcorn,25.71,25.23
1403,28005,MS,Amite,14.05,18.62
1404,28007,MS,Attala,3.7,4.93
1405,28009,MS,Benton,-23.53,-19.22
1406,28011,MS,Bolivar,-15.19,-12.17
1407,28013,MS,Calhoun,6.55,8.25
1408,28015,MS,Carroll,-10.98,-9.52
1409,28017,MS,Chickasaw,25.24,26.47
1410,28019,MS,Choctaw,2.75,4.05
1411,28021,MS,Claiborne,-17.69,-15.8
1412,28023,MS,Clarke,-16.3,-12.78
1413,28025,MS,Clay,14.83,18.16
1414,28027,MS,Coahoma,8.88,17.57
1415,28029,MS,Copiah,4.32,6.05
1416,28031,MS,Covington,17.02,17.25
1417,28033,MS,DeSoto,15.99,9.79
1418,28035,MS,Forrest,7.57,8.87
1419,28037,MS,Franklin,-4.39,-2.71
1420,28039,MS,George,-12.21,-15.04
1421,28041,MS,Greene,-1.78,4.84
1422,28043,MS,Grenada,26.01,28.42
1423,28045,MS,Hancock,8.03,4.48
1424,28047,MS,Harrison,18.68,13.3
1425,28049,MS,Hinds,6.55,9.82
1426,28051,MS,Holmes,-3.84,0.42
1427,28053,MS,Humphreys,-16.33,-9.68
1428,28055,MS,Issaquena,0.0,7.11
1429,28057,MS,Itawamba,13.17,12.26
1430,28059,MS,Jackson,14.91,14.15
1431,28061,MS,Jasper,12.16,11.79
1432,28063,MS,Jefferson,19.74,25.33
1433,28065,MS,Jefferson Davis,25.18,32.29
1434,28067,MS,Jones,32.63,33.97
1435,28069,MS,Kemper,-16.28,-12.57
1436,28071,MS,Lafayette,-0.32,-8.29
1437,28073,MS,Lamar,23.42,17.08
1438,28075,MS,Lauderdale,13.93,17.54
1439,28077,MS,Lawrence,-7.46,-8.89
1440,28079,MS,Leake,-11.83,-9.2
1441,28081,MS,Lee,22.69,22.2
1442,28083,MS,Leflore,26.97,31.61
1443,28085,MS,Lincoln,-2.9,-1.83
1444,28087,MS,Lowndes,12.93,13.06
1445,28089,MS,Madison,12.67,5.55
1446,28091,MS,Marion,-7.33,-2.96
1447,28093,MS,Marshall,12.5,15.05
1448,28095,MS,Monroe,-11.17,-9.81
1449,28097,MS,Montgomery,17.45,22.37
1450,28099,MS,Neshoba,19.17,20.72
1451,28101,MS,Newton,6.14,6.35
1452,28103,MS,Noxubee,-1.64,-0.04
1453,28105,MS,Oktibbeha,11.4,7.73
1454,28107,MS,Panola,-2.46,-1.58
1455,28109,MS,Pearl River,0.15,0.12
1456,28111,MS,Perry,-3.68,-4.93
1457,28113,MS,Pike,12.5,13.73
1458,28115,MS,Pontotoc,29.44,25.52
1459,28117,MS,Prentiss,26.34,27.01
1460,28119,MS,Quitman,-2.9,3.03
1461,28121,MS,Rankin,25.32,21.09
1462,28123,MS,Scott,17.01,17.19
1463,28125,MS,Sharkey,-6.25,-1.16
1464,28127,MS,Simpson,15.55,17.53
1465,28129,MS,Smith,4.76,7.63
1466,28131,MS,Stone,15.08,15.19
1467,28133,MS,Sunflower,2.16,9.99
1468,28135,MS,Tallahatchie,25.84,32.11
1469,28137,MS,Tate,-1.32,-0.31
1470,28139,MS,Tippah,6.19,5.4
1471,28141,MS,Tishomingo,4.33,4.87
1472,28143,MS,Tunica,11.4,14.03
1473,28145,MS,Union,15.03,11.39
1474,28147,MS,Walthall,-22.17,-19.5
1475,28149,MS,Warren,8.47,10.64
1476,28151,MS,Washington,-6.93,-1.97
1477,28153,MS,Wayne,8.3,9.26
1478,28155,MS,Webster,20.3,23.65
1479,28157,MS,Wilkinson,10.98,15.7
1480,28159,MS,Winston,67.3,75.3
1481,28161,MS,Yalobusha,14.65,14.01
1482,28163,MS,Yazoo,-3.28,0.02
1483,29001,MO,Adair,27.85,28.97
1484,29003,MO,Andrew,40.91,41.45
1485,29005,MO,Atchison,17.65,22.63
1486,29007,MO,Audrain,-6.76,-8.19
1487,29009,MO,Barry,17.07,16.46
1488,29011,MO,Barton,-2.74,0.76
1489,29013,MO,Bates,-0.49,1.28
1490,29015,MO,Benton,1.5,2.16
1491,29017,MO,Bollinger,25.22,28.65
1492,29019,MO,Boone,14.13,8.92
1493,29021,MO,Buchanan,6.31,7.23
1494,29023,MO,Butler,4.72,5.49
1495,29025,MO,Caldwell,0.76,1.69
1496,29027,MO,Callaway,26.35,24.18
1497,29029,MO,Camden,8.95,7.35
1498,29031,MO,Cape Girardeau,21.75,18.72
1499,29033,MO,Carroll,-0.92,1.01
1500,29035,MO,Carter,-8.46,-7.07
1501,29037,MO,Cass,25.15,22.15
1502,29039,MO,Cedar,11.68,9.95
1503,29041,MO,Chariton,-14.29,-12.77
1504,29043,MO,Christian,13.05,6.92
1505,29045,MO,Clark,0.93,4.62
1506,29047,MO,Clay,17.19,11.55
1507,29049,MO,Clinton,13.58,13.02
1508,29051,MO,Cole,28.32,27.87
1509,29053,MO,Cooper,23.73,22.39
1510,29055,MO,Crawford,5.63,7.94
1511,29057,MO,Dade,-7.21,-7.97
1512,29059,MO,Dallas,-8.92,-6.97
1513,29061,MO,Daviess,2.5,2.87
1514,29063,MO,DeKalb,0.0,2.59
1515,29065,MO,Dent,-8.76,-7.22
1516,29067,MO,Douglas,0.0,1.7
1517,29069,MO,Dunklin,-9.82,-6.0
1518,29071,MO,Franklin,9.76,8.23
1519,29073,MO,Gasconade,-9.95,-8.96
1520,29075,MO,Gentry,-6.98,-5.36
1521,29077,MO,Greene,5.99,3.03
1522,29079,MO,Grundy,2.17,3.91
1523,29081,MO,Harrison,2.13,4.18
1524,29083,MO,Henry,23.4,26.6
1525,29085,MO,Hickory,15.69,17.21
1526,29087,MO,Holt,0.0,4.65
1527,29089,MO,Howard,-16.52,-15.6
1528,29091,MO,Howell,-6.13,-5.15
1529,29093,MO,Iron,-2.56,0.86
1530,29095,MO,Jackson,10.02,7.73
1531,29097,MO,Jasper,7.83,4.35
1532,29099,MO,Jefferson,13.72,11.68
1533,29101,MO,Johnson,-3.27,-2.45
1534,29103,MO,Knox,0.0,3.76
1535,29105,MO,Laclede,28.26,28.0
1536,29107,MO,Lafayette,-1.37,0.02
1537,29109,MO,Lawrence,-0.83,-0.61
1538,29111,MO,Lewis,-12.5,-12.15
1539,29113,MO,Lincoln,24.22,19.92
1540,29115,MO,Linn,4.17,6.91
1541,29117,MO,Livingston,-21.14,-22.17
1542,29119,MO,McDonald,16.41,17.72
1543,29121,MO,Macon,5.36,8.16
1544,29123,MO,Madison,22.45,22.5
1545,29125,MO,Maries,27.27,29.51
1546,29127,MO,Marion,18.84,18.23
1547,29129,MO,Mercer,29.17,30.21
1548,29131,MO,Miller,-4.17,-5.65
1549,29133,MO,Mississippi,-3.26,0.41
1550,29135,MO,Moniteau,18.92,16.0
1551,29137,MO,Monroe,14.29,16.22
1552,29139,MO,Montgomery,-9.72,-6.8
1553,29141,MO,Morgan,10.99,10.47
1554,29143,MO,New Madrid,5.76,9.14
1555,29145,MO,Newton,8.81,9.51
1556,29147,MO,Nodaway,31.16,35.49
1557,29149,MO,Oregon,19.08,21.38
1558,29151,MO,Osage,23.53,25.28
1559,29153,MO,Ozark,20.93,25.7
1560,29155,MO,Pemiscot,-0.36,5.7
1561,29157,MO,Perry,19.21,17.55
1562,29159,MO,Pettis,22.33,22.64
1563,29161,MO,Phelps,14.68,15.65
1564,29163,MO,Pike,16.57,17.37
1565,29165,MO,Platte,16.74,9.31
1566,29167,MO,Polk,6.13,5.23
1567,29169,MO,Pulaski,28.05,29.52
1568,29171,MO,Putnam,17.65,19.54
1569,29173,MO,Ralls,33.33,34.02
1570,29175,MO,Randolph,8.99,10.48
1571,29177,MO,Ray,-2.78,-1.45
1572,29179,MO,Reynolds,19.75,23.69
1573,29181,MO,Ripley,19.5,21.39
1574,29183,MO,St. Charles,23.56,16.52
1575,29185,MO,St. Clair,7.74,10.09
1576,29186,MO,Ste. Genevieve,37.84,35.62
1577,29187,MO,St. Francois,7.94,6.79
1578,29189,MO,St. Louis,13.31,13.52
1579,29195,MO,Saline,23.53,25.46
1580,29197,MO,Schuyler,-38.36,-38.69
1581,29199,MO,Scotland,-8.33,-9.36
1582,29201,MO,Scott,1.63,2.67
1583,29203,MO,Shannon,-4.76,-3.01
1584,29205,MO,Shelby,35.37,38.75
1585,29207,MO,Stoddard,0.0,0.7
1586,29209,MO,Stone,-2.42,-0.78
1587,29211,MO,Sullivan,-9.84,-5.75
1588,29213,MO,Taney,3.82,0.45
1589,29215,MO,Texas,-6.02,-5.9
1590,29217,MO,Vernon,27.27,27.43
1591,29219,MO,Warren,22.22,18.43
1592,29221,MO,Washington,-1.66,-0.64
1593,29223,MO,Wayne,-11.21,-9.43
1594,29225,MO,Webster,1.73,-2.96
1595,29227,MO,Worth,33.33,36.96
1596,29229,MO,Wright,-13.39,-11.76
1597,29510,MO,St. Louis,2.29,4.51
1598,30001,MT,Beaverhead,9.09,8.45
1599,30003,MT,Big Horn,7.02,4.76
1600,30005,MT,Blaine,-16.67,-15.63
1601,30007,MT,Broadwater,0.0,0.16
1602,30009,MT,Carbon,54.55,49.63
1603,30011,MT,Carter,0.0,-2.16
1604,30013,MT,Cascade,6.03,5.98
1605,30015,MT,Chouteau,66.67,70.86
1606,30017,MT,Custer,25.0,24.62
1607,30019,MT,Daniels,-50.0,-49.12
1608,30021,MT,Dawson,0.0,-0.84
1609,30023,MT,Deer Lodge,12.79,14.55
1610,30025,MT,Fallon,-33.33,-35.38
1611,30027,MT,Fergus,-32.71,-32.58
1612,30029,MT,Flathead,10.99,3.69
1613,30031,MT,Gallatin,2.14,-9.48
1614,30033,MT,Garfield,0.0,-3.74
1615,30035,MT,Glacier,-16.08,-15.98
1616,30037,MT,Golden Valley,,
1617,30039,MT,Granite,-17.24,-23.61
1618,30041,MT,Hill,-19.55,-20.41
1619,30043,MT,Jefferson,50.0,44.28
1620,30045,MT,Judith Basin,0.0,4.33
1621,30047,MT,Lake,-8.86,-11.22
1622,30049,MT,Lewis and Clark,12.68,8.65
1623,30051,MT,Liberty,71.43,70.22
1624,30053,MT,Lincoln,3.0,4.25
1625,30055,MT,McCone,0.0,0.06
1626,30057,MT,Madison,7.46,4.87
1627,30059,MT,Meagher,0.0,5.31
1628,30061,MT,Mineral,-2.38,-2.78
1629,30063,MT,Missoula,-1.1,-5.48
1630,30065,MT,Musselshell,0.0,1.66
1631,30067,MT,Park,-9.72,-12.79
1632,30069,MT,Petroleum,0.0,4.5
1633,30071,MT,Phillips,-25.0,-25.09
1634,30073,MT,Pondera,29.23,30.95
1635,30075,MT,Powder River,0.0,0.97
1636,30077,MT,Powell,-14.29,-11.31
1637,30079,MT,Prairie,0.0,-2.12
1638,30081,MT,Ravalli,19.92,15.73
1639,30083,MT,Richland,54.84,45.78
1640,30085,MT,Roosevelt,-4.67,-7.85
1641,30087,MT,Rosebud,-7.41,-6.32
1642,30089,MT,Sanders,-15.06,-15.99
1643,30091,MT,Sheridan,17.07,14.89
1644,30093,MT,Silver Bow,-1.37,-1.79
1645,30095,MT,Stillwater,20.0,17.31
1646,30097,MT,Sweet Grass,100.0,99.01
1647,30099,MT,Teton,-29.41,-29.45
1648,30101,MT,Toole,7.14,12.37
1649,30103,MT,Treasure,,
1650,30105,MT,Valley,9.09,8.6
1651,30107,MT,Wheatland,-20.0,-20.49
1652,30109,MT,Wibaux,0.0,-3.29
1653,30111,MT,Yellowstone,9.06,4.55
1654,31001,NE,Adams,2.26,1.53
1655,31003,NE,Antelope,0.0,3.41
1656,31005,NE,Arthur,,
1657,31007,NE,Banner,,
1658,31009,NE,Blaine,,
1659,31011,NE,Boone,-3.57,-2.03
1660,31013,NE,Box Butte,40.26,41.8
1661,31015,NE,Boyd,0.0,3.63
1662,31017,NE,Brown,-11.76,-9.89
1663,31019,NE,Buffalo,22.26,17.51
1664,31021,NE,Burt,6.33,8.16
1665,31023,NE,Butler,-2.7,0.23
1666,31025,NE,Cass,29.06,25.88
1667,31027,NE,Cedar,33.87,35.03
1668,31029,NE,Chase,-20.0,-17.42
1669,31031,NE,Cherry,1.41,-0.42
1670,31033,NE,Cheyenne,11.67,11.86
1671,31035,NE,Clay,11.67,16.16
1672,31037,NE,Colfax,37.5,40.66
1673,31039,NE,Cuming,14.89,15.61
1674,31041,NE,Custer,-14.06,-14.6
1675,31043,NE,Dakota,25.27,28.05
1676,31045,NE,Dawes,52.08,55.01
1677,31047,NE,Dawson,0.44,2.9
1678,31049,NE,Deuel,0.0,5.29
1679,31051,NE,Dixon,20.0,23.25
1680,31053,NE,Dodge,9.47,8.49
1681,31055,NE,Douglas,27.56,22.11
1682,31057,NE,Dundy,0.0,10.38
1683,31059,NE,Fillmore,-12.5,-11.72
1684,31061,NE,Franklin,0.0,5.77
1685,31063,NE,Frontier,50.0,56.87
1686,31065,NE,Furnas,50.0,53.76
1687,31067,NE,Gage,9.24,9.27
1688,31069,NE,Garden,0.0,1.19
1689,31071,NE,Garfield,0.0,-0.2
1690,31073,NE,Gosper,1100.0,1135.31
1691,31075,NE,Grant,0.0,-1.87
1692,31077,NE,Greeley,-33.33,-31.69
1693,31079,NE,Hall,9.4,6.99
1694,31081,NE,Hamilton,-22.58,-24.06
1695,31083,NE,Harlan,29.17,26.82
1696,31085,NE,Hayes,75.0,85.93
1697,31087,NE,Hitchcock,-50.0,-48.9
1698,31089,NE,Holt,5.6,7.1
1699,31091,NE,Hooker,0.0,2.68
1700,31093,NE,Howard,0.0,-1.45
1701,31095,NE,Jefferson,-15.49,-11.44
1702,31097,NE,Johnson,-16.28,-16.78
1703,31099,NE,Kearney,0.0,-1.02
1704,31101,NE,Keith,-8.64,-6.34
1705,31103,NE,Keya Paha,0.0,1.64
1706,31105,NE,Kimball,9.09,12.17
1707,31107,NE,Knox,14.58,14.61
1708,31109,NE,Lancaster,19.13,12.89
1709,31111,NE,Lincoln,-0.4,1.14
1710,31113,NE,Logan,,
1711,31115,NE,Loup,,
1712,31117,NE,McPherson,,
1713,31119,NE,Madison,6.42,6.46
1714,31121,NE,Merrick,-37.93,-38.31
1715,31123,NE,Morrill,18.33,20.85
1716,31125,NE,Nance,58.33,64.49
1717,31127,NE,Nemaha,25.0,28.28
1718,31129,NE,Nuckolls,5.26,9.53
1719,31131,NE,Otoe,-14.29,-16.07
1720,31133,NE,Pawnee,-4.17,-0.08
1721,31135,NE,Perkins,0.0,1.14
1722,31137,NE,Phelps,33.33,32.6
1723,31139,NE,Pierce,133.33,133.56
1724,31141,NE,Platte,14.77,14.14
1725,31143,NE,Polk,80.56,84.62
1726,31145,NE,Red Willow,22.03,24.91
1727,31147,NE,Richardson,14.29,17.55
1728,31149,NE,Rock,0.0,-1.01
1729,31151,NE,Saline,58.82,61.33
1730,31153,NE,Sarpy,39.51,29.24
1731,31155,NE,Saunders,23.97,22.7
1732,31157,NE,Scotts Bluff,5.73,7.3
1733,31159,NE,Seward,14.29,11.98
1734,31161,NE,Sheridan,-24.24,-23.01
1735,31163,NE,Sherman,50.0,52.65
1736,31165,NE,Sioux,,
1737,31167,NE,Stanton,0.0,2.44
1738,31169,NE,Thayer,-1.54,-0.9
1739,31171,NE,Thomas,0.0,-5.59
1740,31173,NE,Thurston,6.82,5.21
1741,31175,NE,Valley,33.33,34.77
1742,31177,NE,Washington,24.14,22.02
1743,31179,NE,Wayne,42.86,45.74
1744,31181,NE,Webster,100.0,106.77
1745,31183,NE,Wheeler,,
1746,31185,NE,York,51.39,50.86
1747,32001,NV,Churchill,-11.6,-10.95
1748,32003,NV,Clark,6.12,-1.51
1749,32005,NV,Douglas,41.42,38.41
1750,32007,NV,Elko,23.17,20.92
1751,32009,NV,Esmeralda,,
1752,32011,NV,Eureka,9.09,13.87
1753,32013,NV,Humboldt,27.64,29.2
1754,32015,NV,Lander,41.46,47.39
1755,32017,NV,Lincoln,-16.67,-10.9
1756,32019,NV,Lyon,45.94,40.86
1757,32021,NV,Mineral,57.38,64.59
1758,32023,NV,Nye,0.25,-0.82
1759,32027,NV,Pershing,172.73,180.58
1760,32029,NV,Storey,41.67,37.61
1761,32031,NV,Washoe,9.22,3.51
1762,32033,NV,White Pine,66.67,72.86
1763,32510,NV,Carson City,15.96,16.17
1764,33001,NH,Belknap,-9.64,-10.31
1765,33003,NH,Carroll,-0.55,0.03
1766,33005,NH,Cheshire,-0.75,0.66
1767,33007,NH,Coos,0.0,0.18
1768,33009,NH,Grafton,8.81,9.16
1769,33011,NH,Hillsborough,-0.12,-1.3
1770,33013,NH,Merrimack,2.91,1.65
1771,33015,NH,Rockingham,6.98,5.07
1772,33017,NH,Strafford,14.3,11.33
1773,33019,NH,Sullivan,22.26,22.45
1774,34001,NJ,Atlantic,-5.32,-3.77
1775,34003,NJ,Bergen,5.69,3.41
1776,34005,NJ,Burlington,6.97,7.46
1777,34007,NJ,Camden,-0.02,0.65
1778,34009,NJ,Cape May,4.88,6.96
1779,34011,NJ,Cumberland,-4.41,-1.93
1780,34013,NJ,Essex,-9.53,-10.58
1781,34015,NJ,Gloucester,-3.92,-4.82
1782,34017,NJ,Hudson,-9.5,-12.93
1783,34019,NJ,Hunterdon,2.38,4.32
1784,34021,NJ,Mercer,8.41,7.61
1785,34023,NJ,Middlesex,9.74,7.9
1786,34025,NJ,Monmouth,13.52,14.16
1787,34027,NJ,Morris,7.02,6.93
1788,34029,NJ,Ocean,5.33,3.19
1789,34031,NJ,Passaic,-8.2,-9.12
1790,34033,NJ,Salem,-6.38,-2.93
1791,34035,NJ,Somerset,2.95,1.09
1792,34037,NJ,Sussex,12.48,16.36
1793,34039,NJ,Union,-4.4,-6.4
1794,34041,NJ,Warren,0.8,1.78
1795,35001,NM,Bernalillo,8.94,8.37
1796,35003,NM,Catron,4.63,9.1
1797,35005,NM,Chaves,7.77,8.6
1798,35006,NM,Cibola,2.7,2.13
1799,35007,NM,Colfax,47.22,58.88
1800,35009,NM,Curry,10.43,9.68
1801,35011,NM,De Baca,13.89,22.4
1802,35013,NM,Doña Ana,5.54,5.65
1803,35015,NM,Eddy,12.63,6.37
1804,35017,NM,Grant,26.23,31.18
1805,35019,NM,Guadalupe,6.3,11.81
1806,35021,NM,Harding,-16.67,-11.4
1807,35023,NM,Hidalgo,3.57,15.42
1808,35025,NM,Lea,38.98,32.18
1809,35027,NM,Lincoln,13.65,18.8
1810,35028,NM,Los Alamos,8.33,8.4
1811,35029,NM,Luna,27.73,30.82
1812,35031,NM,McKinley,8.83,6.06
1813,35033,NM,Mora,-35.9,-33.04
1814,35035,NM,Otero,15.97,17.09
1815,35037,NM,Quay,12.12,17.54
1816,35039,NM,Rio Arriba,28.7,29.59
1817,35041,NM,Roosevelt,15.0,23.06
1818,35043,NM,Sandoval,-1.41,-5.88
1819,35045,NM,San Juan,2.33,14.29
1820,35047,NM,San Miguel,-1.58,2.43
1821,35049,NM,Santa Fe,16.62,14.84
1822,35051,NM,Sierra,-24.04,-19.27
1823,35053,NM,Socorro,19.23,23.26
1824,35055,NM,Taos,20.65,19.6
1825,35057,NM,Torrance,-17.9,-14.04
1826,35059,NM,Union,25.0,32.41
1827,35061,NM,Valencia,13.43,14.94
1828,36001,NY,Albany,1.16,0.05
1829,36003,NY,Allegany,-1.4,1.28
1830,36005,NY,Bronx,-10.96,-13.85
1831,36007,NY,Broome,4.59,6.05
1832,36009,NY,Cattaraugus,9.72,12.24
1833,36011,NY,Cayuga,22.33,24.99
1834,36013,NY,Chautauqua,0.0,3.12
1835,36015,NY,Chemung,-1.55,1.4
1836,36017,NY,Chenango,-0.99,1.77
1837,36019,NY,Clinton,5.12,5.88
1838,36021,NY,Columbia,18.18,21.11
1839,36023,NY,Cortland,3.16,6.17
1840,36025,NY,Delaware,6.61,10.72
1841,36027,NY,Dutchess,11.2,12.28
1842,36029,NY,Erie,1.16,0.94
1843,36031,NY,Essex,-0.99,1.25
1844,36033,NY,Franklin,0.15,2.9
1845,36035,NY,Fulton,8.96,11.18
1846,36037,NY,Genesee,0.19,2.75
1847,36039,NY,Greene,14.86,17.67
1848,36041,NY,Hamilton,20.0,26.24
1849,36043,NY,Herkimer,-8.94,-6.18
1850,36045,NY,Jefferson,-5.21,-0.01
1851,36047,NY,Kings,-12.89,-15.0
1852,36049,NY,Lewis,-3.6,-2.32
1853,36051,NY,Livingston,16.34,17.34
1854,36053,NY,Madison,-0.67,0.79
1855,36055,NY,Monroe,0.49,0.5
1856,36057,NY,Montgomery,7.69,9.15
1857,36059,NY,Nassau,8.58,7.6
1858,36061,NY,New York,-8.99,-10.35
1859,36063,NY,Niagara,5.58,7.26
1860,36065,NY,Oneida,7.24,8.33
1861,36067,NY,Onondaga,12.16,12.32
1862,36069,NY,Ontario,31.76,30.19
1863,36071,NY,Orange,1.73,0.47
1864,36073,NY,Orleans,-2.07,1.46
1865,36075,NY,Oswego,4.11,6.49
1866,36077,NY,Otsego,7.54,10.43
1867,36079,NY,Putnam,15.91,16.74
1868,36081,NY,Queens,-9.03,-11.38
1869,36083,NY,Rensselaer,-4.74,-4.88
1870,36085,NY,Richmond,-4.84,-5.9
1871,36087,NY,Rockland,12.78,9.67
1872,36089,NY,St. Lawrence,0.62,2.63
1873,36091,NY,Saratoga,9.75,7.38
1874,36093,NY,Schenectady,5.57,5.96
1875,36095,NY,Schoharie,26.62,29.78
1876,36097,NY,Schuyler,1.32,3.64
1877,36099,NY,Seneca,25.58,27.49
1878,36101,NY,Steuben,13.16,15.64
1879,36103,NY,Suffolk,9.7,10.19
1880,36105,NY,Sullivan,7.3,10.16
