,FIPS,State,County,PCH_REDEMP_SNAPS_12_16,PCH_SNAP_12_16
1027,21069,KY,Fleming,-22.48357794,-4.865686522
1028,21071,KY,Floyd,-13.110103099999998,-4.865686522
1029,21073,KY,Franklin,-25.85909621,-4.865686522
1030,21075,KY,Fulton,-28.40848249,-4.865686522
1031,21077,KY,Gallatin,-65.88300245,-4.865686522
1032,21079,KY,Garrard,-20.82485884,-4.865686522
1033,21081,KY,Grant,-26.65258249,-4.865686522
1034,21083,KY,Graves,-40.03947465,-4.865686522
1035,21085,KY,Grayson,-21.94430138,-4.865686522
1036,21087,KY,Green,-11.54445631,-4.865686522
1037,21089,KY,Greenup,-17.52966917,-4.865686522
1038,21091,KY,Hancock,-44.80973342,-4.865686522
1039,21093,KY,Hardin,-32.10848187,-4.865686522
1040,21095,KY,Harlan,13.79750085,-4.865686522
1041,21097,KY,Harrison,39.41475643,-4.865686522
1042,21099,KY,Hart,-28.26674739,-4.865686522
1043,21101,KY,Henderson,-29.284994899999997,-4.865686522
1044,21103,KY,Henry,-20.42926418,-4.865686522
1045,21105,KY,Hickman,-29.1355712,-4.865686522
1046,21107,KY,Hopkins,-27.4117751,-4.865686522
1047,21109,KY,Jackson,26.770404100000004,-4.865686522
1048,21111,KY,Jefferson,-36.14746076,-4.865686522
1049,21113,KY,Jessamine,-24.82697704,-4.865686522
1050,21115,KY,Johnson,-18.31450786,-4.865686522
1051,21117,KY,Kenton,-35.57545977,-4.865686522
1052,21119,KY,Knott,11.45325428,-4.865686522
1053,21121,KY,Knox,-12.75122483,-4.865686522
1054,21123,KY,Larue,-23.02186148,-4.865686522
1055,21125,KY,Laurel,-30.10090685,-4.865686522
1056,21127,KY,Lawrence,-6.656036841000001,-4.865686522
1057,21129,KY,Lee,-11.43735775,-4.865686522
1058,21131,KY,Leslie,-13.37546003,-4.865686522
1059,21133,KY,Letcher,-1.442373704,-4.865686522
1060,21135,KY,Lewis,-8.884719147,-4.865686522
1061,21137,KY,Lincoln,-32.20429016,-4.865686522
1062,21139,KY,Livingston,-19.82771374,-4.865686522
1063,21141,KY,Logan,-34.39587473,-4.865686522
1064,21143,KY,Lyon,,-4.865686522
1065,21145,KY,McCracken,-34.732243100000005,-4.865686522
1066,21147,KY,McCreary,-6.862775103,-4.865686522
1067,21149,KY,McLean,-13.69607688,-4.865686522
1068,21151,KY,Madison,-35.54719855,-4.865686522
1069,21153,KY,Magoffin,-25.17419649,-4.865686522
1070,21155,KY,Marion,-31.30591754,-4.865686522
1071,21157,KY,Marshall,-41.02793617,-4.865686522
1072,21159,KY,Martin,-10.32195286,-4.865686522
1073,21161,KY,Mason,-18.65325445,-4.865686522
1074,21163,KY,Meade,-37.43492013,-4.865686522
1075,21165,KY,Menifee,2.909032274,-4.865686522
1076,21167,KY,Mercer,-38.86361666,-4.865686522
1077,21169,KY,Metcalfe,24.35224679,-4.865686522
1078,21171,KY,Monroe,-50.69784615,-4.865686522
1079,21173,KY,Montgomery,-32.11316403,-4.865686522
1080,21175,KY,Morgan,-35.39113606,-4.865686522
1081,21177,KY,Muhlenberg,-22.70191458,-4.865686522
1082,21179,KY,Nelson,-31.99439342,-4.865686522
1083,21181,KY,Nicholas,38.52006839,-4.865686522
1084,21183,KY,Ohio,-37.915924700000005,-4.865686522
1085,21185,KY,Oldham,-35.62333456,-4.865686522
1086,21187,KY,Owen,-46.91814933,-4.865686522
1087,21189,KY,Owsley,-19.70579545,-4.865686522
1088,21191,KY,Pendleton,-36.81203668,-4.865686522
1089,21193,KY,Perry,-17.634610600000002,-4.865686522
1090,21195,KY,Pike,0.716210426,-4.865686522
1091,21197,KY,Powell,-12.83354636,-4.865686522
1092,21199,KY,Pulaski,-26.13782778,-4.865686522
1093,21201,KY,Robertson,,-4.865686522
1094,21203,KY,Rockcastle,-54.06909711,-4.865686522
1095,21205,KY,Rowan,-35.18019574,-4.865686522
1096,21207,KY,Russell,-39.0806506,-4.865686522
1097,21209,KY,Scott,-40.96964083,-4.865686522
1098,21211,KY,Shelby,-49.35727443,-4.865686522
1099,21213,KY,Simpson,-42.22616874,-4.865686522
1100,21215,KY,Spencer,-42.38362991,-4.865686522
1101,21217,KY,Taylor,-4.163008718,-4.865686522
1102,21219,KY,Todd,-38.39756023,-4.865686522
1103,21221,KY,Trigg,-52.81042394,-4.865686522
1104,21223,KY,Trimble,-58.61355157,-4.865686522
1105,21225,KY,Union,-32.27260577,-4.865686522
1106,21227,KY,Warren,-39.58520487,-4.865686522
1107,21229,KY,Washington,10.90323701,-4.865686522
1108,21231,KY,Wayne,-20.57978945,-4.865686522
1109,21233,KY,Webster,-36.63981256,-4.865686522
1110,21235,KY,Whitley,-24.32651143,-4.865686522
1111,21237,KY,Wolfe,-3.268086429,-4.865686522
1112,21239,KY,Woodford,-26.40387853,-4.865686522
1113,22001,LA,Acadia,19.31322644,0.13685406
1114,22003,LA,Allen,-5.6478741470000005,0.13685406
1115,22005,LA,Ascension,-6.427976716,0.13685406
1116,22007,LA,Assumption,-16.94336712,0.13685406
1117,22009,LA,Avoyelles,-13.2960388,0.13685406
1118,22011,LA,Beauregard,2.398433265,0.13685406
1119,22013,LA,Bienville,2.261131431,0.13685406
1120,22015,LA,Bossier,5.533008312000001,0.13685406
1121,22017,LA,Caddo,1.577951533,0.13685406
1122,22019,LA,Calcasieu,-18.92332847,0.13685406
1123,22021,LA,Caldwell,13.97326664,0.13685406
1124,22023,LA,Cameron,-42.27995034,0.13685406
1125,22025,LA,Catahoula,-23.66915864,0.13685406
1126,22027,LA,Claiborne,12.16627577,0.13685406
1127,22029,LA,Concordia,-0.45435592799999996,0.13685406
1128,22031,LA,De Soto,-9.176531431,0.13685406
1129,22033,LA,East Baton Rouge,-2.41394018,0.13685406
1130,22035,LA,East Carroll,0.45762850200000005,0.13685406
1131,22037,LA,East Feliciana,13.84555283,0.13685406
1132,22039,LA,Evangeline,3.8429019039999996,0.13685406
1133,22041,LA,Franklin,-4.753378393999999,0.13685406
1134,22043,LA,Grant,14.51627093,0.13685406
1135,22045,LA,Iberia,17.52484593,0.13685406
1136,22047,LA,Iberville,-13.00335824,0.13685406
1137,22049,LA,Jackson,7.109318462999999,0.13685406
1138,22051,LA,Jefferson,-29.37552689,0.13685406
1139,22053,LA,Jefferson Davis,31.08021266,0.13685406
1140,22055,LA,Lafayette,27.33320722,0.13685406
1141,22057,LA,Lafourche,-17.21452247,0.13685406
1142,22059,LA,La Salle,38.595375700000005,0.13685406
1143,22061,LA,Lincoln,-23.94838934,0.13685406
1144,22063,LA,Livingston,-0.75367213,0.13685406
1145,22065,LA,Madison,-1.7280254430000002,0.13685406
1146,22067,LA,Morehouse,1.037591773,0.13685406
1147,22069,LA,Natchitoches,7.872716412000001,0.13685406
1148,22071,LA,Orleans,-16.08907679,0.13685406
1149,22073,LA,Ouachita,-2.7555702999999996,0.13685406
1150,22075,LA,Plaquemines,-26.34647159,0.13685406
1151,22077,LA,Pointe Coupee,4.354689754,0.13685406
1152,22079,LA,Rapides,1.284754084,0.13685406
1153,22081,LA,Red River,5.108003148,0.13685406
1154,22083,LA,Richland,-17.74647015,0.13685406
1155,22085,LA,Sabine,-7.382213776,0.13685406
1156,22087,LA,St. Bernard,-44.53268243,0.13685406
1157,22089,LA,St. Charles,-32.99059275,0.13685406
1158,22091,LA,St. Helena,-8.034074816,0.13685406
1159,22093,LA,St. James,-36.62477395,0.13685406
1160,22095,LA,St. John the Baptist,-22.07989632,0.13685406
1161,22097,LA,St. Landry,24.15400706,0.13685406
1162,22099,LA,St. Martin,60.01999447,0.13685406
1163,22101,LA,St. Mary,-13.97253803,0.13685406
1164,22103,LA,St. Tammany,-29.62586484,0.13685406
1165,22105,LA,Tangipahoa,3.860464152,0.13685406
1166,22107,LA,Tensas,73.46166329,0.13685406
1167,22109,LA,Terrebonne,-1.506688592,0.13685406
1168,22111,LA,Union,-0.117998718,0.13685406
1169,22113,LA,Vermilion,41.38064786,0.13685406
1170,22115,LA,Vernon,5.472725232999999,0.13685406
1171,22117,LA,Washington,-1.9151437169999999,0.13685406
1172,22119,LA,Webster,-5.391063407000001,0.13685406
1173,22121,LA,West Baton Rouge,-15.17007779,0.13685406
1174,22123,LA,West Carroll,-2.375994485,0.13685406
1175,22125,LA,West Feliciana,-24.34193037,0.13685406
1176,22127,LA,Winn,25.71953569,0.13685406
1177,23001,ME,Androscoggin,-30.57187284,-4.81976706
1178,23003,ME,Aroostook,-15.53633629,-4.81976706
1179,23005,ME,Cumberland,-32.84250162,-4.81976706
1180,23007,ME,Franklin,-30.25161013,-4.81976706
1181,23009,ME,Hancock,-34.76449671,-4.81976706
1182,23011,ME,Kennebec,-30.64907998,-4.81976706
1183,23013,ME,Knox,-34.45985675,-4.81976706
1184,23015,ME,Lincoln,-39.529093700000004,-4.81976706
1185,23017,ME,Oxford,-32.51728855,-4.81976706
1186,23019,ME,Penobscot,-31.79692544,-4.81976706
1187,23021,ME,Piscataquis,-21.18646724,-4.81976706
1188,23023,ME,Sagadahoc,-33.96500971,-4.81976706
1189,23025,ME,Somerset,-29.99259218,-4.81976706
1190,23027,ME,Waldo,-30.23973831,-4.81976706
1191,23029,ME,Washington,-36.11083355,-4.81976706
1192,23031,ME,York,-32.18071613,-4.81976706
1193,24001,MD,Allegany,-20.55409919,0.036259917999999995
1194,24003,MD,Anne Arundel,-22.30506041,0.036259917999999995
1195,24005,MD,Baltimore,-17.24061572,0.036259917999999995
1196,24009,MD,Calvert,-42.93753049,0.036259917999999995
1197,24011,MD,Caroline,0.350121388,0.036259917999999995
1198,24013,MD,Carroll,-26.482916600000003,0.036259917999999995
1199,24015,MD,Cecil,-6.678515494,0.036259917999999995
1200,24017,MD,Charles,-28.368619300000002,0.036259917999999995
1201,24019,MD,Dorchester,-8.961069444,0.036259917999999995
1202,24021,MD,Frederick,-13.01659589,0.036259917999999995
1203,24023,MD,Garrett,-36.01558914,0.036259917999999995
1204,24025,MD,Harford,-15.40294686,0.036259917999999995
1205,24027,MD,Howard,-11.54514536,0.036259917999999995
1206,24029,MD,Kent,-31.75799519,0.036259917999999995
1207,24031,MD,Montgomery,-14.57169226,0.036259917999999995
1208,24033,MD,Prince George's,-18.70729778,0.036259917999999995
1209,24035,MD,Queen Anne's,-35.13578522,0.036259917999999995
1210,24037,MD,St. Mary's,-33.71513869,0.036259917999999995
1211,24039,MD,Somerset,14.56418884,0.036259917999999995
1212,24041,MD,Talbot,-19.22143195,0.036259917999999995
1213,24043,MD,Washington,-9.562370212000001,0.036259917999999995
1214,24045,MD,Wicomico,-37.592892,0.036259917999999995
1215,24047,MD,Worcester,-24.28063015,0.036259917999999995
1216,24510,MD,Baltimore,-14.40894021,0.036259917999999995
1217,25001,MA,Barnstable,-28.83749675,-1.711560266
1218,25003,MA,Berkshire,-17.90941499,-1.711560266
1219,25005,MA,Bristol,-14.12877951,-1.711560266
1220,25007,MA,Dukes,-40.44870517,-1.711560266
1221,25009,MA,Essex,-21.83961091,-1.711560266
1222,25011,MA,Franklin,-11.74289039,-1.711560266
1223,25013,MA,Hampden,-10.01188002,-1.711560266
1224,25015,MA,Hampshire,-17.65066939,-1.711560266
1225,25017,MA,Middlesex,-19.30908946,-1.711560266
1226,25019,MA,Nantucket,,-1.711560266
1227,25021,MA,Norfolk,-17.89471557,-1.711560266
1228,25023,MA,Plymouth,-13.09215104,-1.711560266
1229,25025,MA,Suffolk,-17.01872196,-1.711560266
1230,25027,MA,Worcester,-23.46470379,-1.711560266
1231,26001,MI,Alcona,-23.62066987,-3.612576325
1232,26003,MI,Alger,-39.44996925,-3.612576325
1233,26005,MI,Allegan,-47.01185721,-3.612576325
1234,26007,MI,Alpena,-35.32746274,-3.612576325
1235,26009,MI,Antrim,-53.64505411,-3.612576325
1236,26011,MI,Arenac,-44.35066345,-3.612576325
1237,26013,MI,Baraga,-37.86618035,-3.612576325
1238,26015,MI,Barry,-39.00590483,-3.612576325
1239,26017,MI,Bay,-33.05959847,-3.612576325
1240,26019,MI,Benzie,-35.34101508,-3.612576325
1241,26021,MI,Berrien,-36.47928234,-3.612576325
1242,26023,MI,Branch,-46.1584512,-3.612576325
1243,26025,MI,Calhoun,-35.33754092,-3.612576325
1244,26027,MI,Cass,-27.57687562,-3.612576325
1245,26029,MI,Charlevoix,-54.00298226,-3.612576325
1246,26031,MI,Cheboygan,-32.07426445,-3.612576325
1247,26033,MI,Chippewa,-33.9860502,-3.612576325
1248,26035,MI,Clare,-41.10070713,-3.612576325
1249,26037,MI,Clinton,-37.7629769,-3.612576325
1250,26039,MI,Crawford,-34.40555051,-3.612576325
1251,26041,MI,Delta,-7.338155834,-3.612576325
1252,26043,MI,Dickinson,-38.4447063,-3.612576325
1253,26045,MI,Eaton,-42.65281368,-3.612576325
1254,26047,MI,Emmet,-43.279072,-3.612576325
1255,26049,MI,Genesee,-23.09130972,-3.612576325
1256,26051,MI,Gladwin,-48.19267155,-3.612576325
1257,26053,MI,Gogebic,-40.97723577,-3.612576325
1258,26055,MI,Grand Traverse,-49.77670219,-3.612576325
1259,26057,MI,Gratiot,-24.14854714,-3.612576325
1260,26059,MI,Hillsdale,-22.20552531,-3.612576325
1261,26061,MI,Houghton,-39.24144007,-3.612576325
1262,26063,MI,Huron,-41.43206893,-3.612576325
1263,26065,MI,Ingham,-29.09013318,-3.612576325
1264,26067,MI,Ionia,-43.64631068,-3.612576325
1265,26069,MI,Iosco,-22.85028224,-3.612576325
1266,26071,MI,Iron,-51.44315037,-3.612576325
1267,26073,MI,Isabella,-38.200610100000006,-3.612576325
1268,26075,MI,Jackson,-36.75071078,-3.612576325
1269,26077,MI,Kalamazoo,-39.30573846,-3.612576325
1270,26079,MI,Kalkaska,-48.13988286,-3.612576325
1271,26081,MI,Kent,-36.48928379,-3.612576325
1272,26083,MI,Keweenaw,,-3.612576325
1273,26085,MI,Lake,-38.79583238,-3.612576325
1274,26087,MI,Lapeer,-31.26631997,-3.612576325
1275,26089,MI,Leelanau,-54.55875511,-3.612576325
1276,26091,MI,Lenawee,-41.87450195,-3.612576325
1277,26093,MI,Livingston,-38.14293642,-3.612576325
1278,26095,MI,Luce,-26.56161464,-3.612576325
1279,26097,MI,Mackinac,-40.49746563,-3.612576325
1280,26099,MI,Macomb,-24.25310147,-3.612576325
1281,26101,MI,Manistee,-12.9649103,-3.612576325
1282,26103,MI,Marquette,-44.75371778,-3.612576325
1283,26105,MI,Mason,-42.20528393,-3.612576325
1284,26107,MI,Mecosta,-31.24346402,-3.612576325
1285,26109,MI,Menominee,-56.53923093,-3.612576325
1286,26111,MI,Midland,-34.83205559,-3.612576325
1287,26113,MI,Missaukee,-21.32966621,-3.612576325
1288,26115,MI,Monroe,-24.76640752,-3.612576325
1289,26117,MI,Montcalm,-32.49581801,-3.612576325
1290,26119,MI,Montmorency,-12.39471327,-3.612576325
1291,26121,MI,Muskegon,-36.42699474,-3.612576325
1292,26123,MI,Newaygo,-43.18373729,-3.612576325
1293,26125,MI,Oakland,-30.73494316,-3.612576325
1294,26127,MI,Oceana,-42.31871682,-3.612576325
1295,26129,MI,Ogemaw,-36.51301772,-3.612576325
1296,26131,MI,Ontonagon,-39.64197513,-3.612576325
1297,26133,MI,Osceola,-35.33029457,-3.612576325
1298,26135,MI,Oscoda,-36.77103055,-3.612576325
1299,26137,MI,Otsego,-43.91049457,-3.612576325
1300,26139,MI,Ottawa,-46.42937177,-3.612576325
1301,26141,MI,Presque Isle,-41.51649854,-3.612576325
1302,26143,MI,Roscommon,-41.66785792,-3.612576325
1303,26145,MI,Saginaw,-33.02158012,-3.612576325
1304,26147,MI,St. Clair,-23.639770600000002,-3.612576325
1305,26149,MI,St. Joseph,-42.20828399,-3.612576325
1306,26151,MI,Sanilac,-24.81343309,-3.612576325
1307,26153,MI,Schoolcraft,-55.55793878,-3.612576325
1308,26155,MI,Shiawassee,-32.31560037,-3.612576325
1309,26157,MI,Tuscola,-35.16164664,-3.612576325
1310,26159,MI,Van Buren,-36.41983094,-3.612576325
1311,26161,MI,Washtenaw,-34.46221586,-3.612576325
1312,26163,MI,Wayne,-16.90877473,-3.612576325
1313,26165,MI,Wexford,-31.87211925,-3.612576325
1314,27001,MN,Aitkin,-35.98288511,-1.4109545940000001
1315,27003,MN,Anoka,-23.67603224,-1.4109545940000001
1316,27005,MN,Becker,-24.28205251,-1.4109545940000001
1317,27007,MN,Beltrami,-15.68863517,-1.4109545940000001
1318,27009,MN,Benton,-47.95414701,-1.4109545940000001
1319,27011,MN,Big Stone,-46.92930441,-1.4109545940000001
1320,27013,MN,Blue Earth,-27.38294784,-1.4109545940000001
1321,27015,MN,Brown,-25.97462035,-1.4109545940000001
1322,27017,MN,Carlton,-43.36889229999999,-1.4109545940000001
1323,27019,MN,Carver,-25.30008755,-1.4109545940000001
1324,27021,MN,Cass,-14.7894864,-1.4109545940000001
1325,27023,MN,Chippewa,-17.59186488,-1.4109545940000001
1326,27025,MN,Chisago,-41.93206539,-1.4109545940000001
1327,27027,MN,Clay,-13.91636524,-1.4109545940000001
1328,27029,MN,Clearwater,-2.309720816,-1.4109545940000001
1329,27031,MN,Cook,-23.79655413,-1.4109545940000001
1330,27033,MN,Cottonwood,-42.74579857,-1.4109545940000001
1331,27035,MN,Crow Wing,-49.78176899,-1.4109545940000001
1332,27037,MN,Dakota,-21.86827228,-1.4109545940000001
1333,27039,MN,Dodge,-42.75800978,-1.4109545940000001
1334,27041,MN,Douglas,-32.95469494,-1.4109545940000001
1335,27043,MN,Faribault,-30.84614864,-1.4109545940000001
1336,27045,MN,Fillmore,-44.03681024,-1.4109545940000001
1337,27047,MN,Freeborn,-33.70993683,-1.4109545940000001
1338,27049,MN,Goodhue,-35.94178865,-1.4109545940000001
1339,27051,MN,Grant,,-1.4109545940000001
1340,27053,MN,Hennepin,-24.29348355,-1.4109545940000001
1341,27055,MN,Houston,-26.53693053,-1.4109545940000001
1342,27057,MN,Hubbard,-40.34564147,-1.4109545940000001
1343,27059,MN,Isanti,-43.2840241,-1.4109545940000001
1344,27061,MN,Itasca,-22.08684148,-1.4109545940000001
1345,27063,MN,Jackson,-29.94545943,-1.4109545940000001
1346,27065,MN,Kanabec,-52.67337894,-1.4109545940000001
1347,27067,MN,Kandiyohi,-25.19652042,-1.4109545940000001
1348,27069,MN,Kittson,,-1.4109545940000001
1349,27071,MN,Koochiching,-40.21585285,-1.4109545940000001
1350,27073,MN,Lac qui Parle,-29.00829725,-1.4109545940000001
1351,27075,MN,Lake,-61.18304129999999,-1.4109545940000001
1352,27077,MN,Lake of the Woods,,-1.4109545940000001
1353,27079,MN,Le Sueur,-8.976467986,-1.4109545940000001
1354,27081,MN,Lincoln,-14.57972374,-1.4109545940000001
1355,27083,MN,Lyon,-9.386208012,-1.4109545940000001
1356,27085,MN,McLeod,-53.57041094,-1.4109545940000001
1357,27087,MN,Mahnomen,19.87685888,-1.4109545940000001
1358,27089,MN,Marshall,-33.2277832,-1.4109545940000001
1359,27091,MN,Martin,-36.20238126,-1.4109545940000001
1360,27093,MN,Meeker,-48.41199328,-1.4109545940000001
1361,27095,MN,Mille Lacs,-42.39755765,-1.4109545940000001
1362,27097,MN,Morrison,-36.5018934,-1.4109545940000001
1363,27099,MN,Mower,-25.74514974,-1.4109545940000001
1364,27101,MN,Murray,,-1.4109545940000001
1365,27103,MN,Nicollet,-35.44740803,-1.4109545940000001
1366,27105,MN,Nobles,-23.58351008,-1.4109545940000001
1367,27107,MN,Norman,-11.97925428,-1.4109545940000001
1368,27109,MN,Olmsted,-26.26555486,-1.4109545940000001
1369,27111,MN,Otter Tail,-24.51175098,-1.4109545940000001
1370,27113,MN,Pennington,-37.63624843,-1.4109545940000001
1371,27115,MN,Pine,-43.44432189,-1.4109545940000001
1372,27117,MN,Pipestone,-13.76568763,-1.4109545940000001
1373,27119,MN,Polk,-52.83755802,-1.4109545940000001
1374,27121,MN,Pope,-59.64632578,-1.4109545940000001
1375,27123,MN,Ramsey,-16.08662314,-1.4109545940000001
1376,27125,MN,Red Lake,,-1.4109545940000001
1377,27127,MN,Redwood,-29.89481673,-1.4109545940000001
1378,27129,MN,Renville,-30.345611600000005,-1.4109545940000001
1379,27131,MN,Rice,-20.94790792,-1.4109545940000001
1380,27133,MN,Rock,,-1.4109545940000001
1381,27135,MN,Roseau,-28.04162696,-1.4109545940000001
1382,27137,MN,St. Louis,-40.33882802,-1.4109545940000001
1383,27139,MN,Scott,-30.41023239,-1.4109545940000001
1384,27141,MN,Sherburne,-48.2297289,-1.4109545940000001
1385,27143,MN,Sibley,-23.90741018,-1.4109545940000001
1386,27145,MN,Stearns,-23.49610079,-1.4109545940000001
1387,27147,MN,Steele,-31.32891661,-1.4109545940000001
1388,27149,MN,Stevens,-31.21581171,-1.4109545940000001
1389,27151,MN,Swift,-14.9896279,-1.4109545940000001
1390,27153,MN,Todd,-52.30398284,-1.4109545940000001
1391,27155,MN,Traverse,,-1.4109545940000001
1392,27157,MN,Wabasha,-38.14050517,-1.4109545940000001
1393,27159,MN,Wadena,-51.05961975,-1.4109545940000001
1394,27161,MN,Waseca,-26.68148843,-1.4109545940000001
1395,27163,MN,Washington,-22.62742897,-1.4109545940000001
1396,27165,MN,Watonwan,-36.8000954,-1.4109545940000001
1397,27167,MN,Wilkin,,-1.4109545940000001
1398,27169,MN,Winona,-24.25459243,-1.4109545940000001
1399,27171,MN,Wright,-51.24944537,-1.4109545940000001
1400,27173,MN,Yellow Medicine,-15.60981628,-1.4109545940000001
1401,28001,MS,Adams,-6.852347716000001,-3.3327056839999996
1402,28003,MS,Alcorn,-45.31986997,-3.3327056839999996
1403,28005,MS,Amite,-30.92523474,-3.3327056839999996
1404,28007,MS,Attala,-17.6654444,-3.3327056839999996
1405,28009,MS,Benton,-1.358860929,-3.3327056839999996
1406,28011,MS,Bolivar,-13.03877511,-3.3327056839999996
1407,28013,MS,Calhoun,-14.81050582,-3.3327056839999996
1408,28015,MS,Carroll,-34.33790046,-3.3327056839999996
1409,28017,MS,Chickasaw,-34.9366112,-3.3327056839999996
1410,28019,MS,Choctaw,-28.775005699999998,-3.3327056839999996
1411,28021,MS,Claiborne,-5.740410809,-3.3327056839999996
1412,28023,MS,Clarke,5.264279257,-3.3327056839999996
1413,28025,MS,Clay,-39.57878947,-3.3327056839999996
1414,28027,MS,Coahoma,-33.68231288,-3.3327056839999996
1415,28029,MS,Copiah,-22.88345773,-3.3327056839999996
1416,28031,MS,Covington,-15.25330442,-3.3327056839999996
1417,28033,MS,DeSoto,-24.8829133,-3.3327056839999996
1418,28035,MS,Forrest,-26.39862652,-3.3327056839999996
1419,28037,MS,Franklin,16.97475797,-3.3327056839999996
1420,28039,MS,George,-9.399065365,-3.3327056839999996
1421,28041,MS,Greene,16.24524559,-3.3327056839999996
1422,28043,MS,Grenada,-32.21150843,-3.3327056839999996
1423,28045,MS,Hancock,-24.52262319,-3.3327056839999996
1424,28047,MS,Harrison,-31.92281695,-3.3327056839999996
1425,28049,MS,Hinds,-28.70632261,-3.3327056839999996
1426,28051,MS,Holmes,-25.35330005,-3.3327056839999996
1427,28053,MS,Humphreys,-19.039522100000003,-3.3327056839999996
1428,28055,MS,Issaquena,,-3.3327056839999996
1429,28057,MS,Itawamba,-37.84504581,-3.3327056839999996
1430,28059,MS,Jackson,-32.38378646,-3.3327056839999996
1431,28061,MS,Jasper,-26.54417184,-3.3327056839999996
1432,28063,MS,Jefferson,-26.10701571,-3.3327056839999996
1433,28065,MS,Jefferson Davis,-39.64815313,-3.3327056839999996
1434,28067,MS,Jones,-37.5011615,-3.3327056839999996
1435,28069,MS,Kemper,-18.2584454,-3.3327056839999996
1436,28071,MS,Lafayette,-17.55646758,-3.3327056839999996
1437,28073,MS,Lamar,-35.12303076,-3.3327056839999996
1438,28075,MS,Lauderdale,-30.56253358,-3.3327056839999996
1439,28077,MS,Lawrence,-12.74771648,-3.3327056839999996
1440,28079,MS,Leake,-10.95883073,-3.3327056839999996
1441,28081,MS,Lee,-37.37118625,-3.3327056839999996
1442,28083,MS,Leflore,-44.17961519,-3.3327056839999996
1443,28085,MS,Lincoln,-25.69618745,-3.3327056839999996
1444,28087,MS,Lowndes,-23.73817004,-3.3327056839999996
1445,28089,MS,Madison,-17.52682363,-3.3327056839999996
1446,28091,MS,Marion,-27.7141882,-3.3327056839999996
1447,28093,MS,Marshall,-29.39622996,-3.3327056839999996
1448,28095,MS,Monroe,-21.14403822,-3.3327056839999996
1449,28097,MS,Montgomery,-21.83633156,-3.3327056839999996
1450,28099,MS,Neshoba,-31.38225919,-3.3327056839999996
1451,28101,MS,Newton,-24.52170613,-3.3327056839999996
1452,28103,MS,Noxubee,-19.24084506,-3.3327056839999996
1453,28105,MS,Oktibbeha,-18.96168119,-3.3327056839999996
1454,28107,MS,Panola,-9.715806127999999,-3.3327056839999996
1455,28109,MS,Pearl River,-28.00638749,-3.3327056839999996
1456,28111,MS,Perry,-12.10083017,-3.3327056839999996
1457,28113,MS,Pike,-27.28483606,-3.3327056839999996
1458,28115,MS,Pontotoc,-36.07890953,-3.3327056839999996
1459,28117,MS,Prentiss,-37.05428863,-3.3327056839999996
1460,28119,MS,Quitman,-54.68990698,-3.3327056839999996
1461,28121,MS,Rankin,-33.28218762,-3.3327056839999996
1462,28123,MS,Scott,-29.44295744,-3.3327056839999996
1463,28125,MS,Sharkey,-20.50685043,-3.3327056839999996
1464,28127,MS,Simpson,-40.86116611,-3.3327056839999996
1465,28129,MS,Smith,-42.39273477,-3.3327056839999996
1466,28131,MS,Stone,-33.90589031,-3.3327056839999996
1467,28133,MS,Sunflower,-32.73716414,-3.3327056839999996
1468,28135,MS,Tallahatchie,-42.19850751,-3.3327056839999996
1469,28137,MS,Tate,-22.46834407,-3.3327056839999996
1470,28139,MS,Tippah,-32.95922319,-3.3327056839999996
1471,28141,MS,Tishomingo,-30.70440865,-3.3327056839999996
1472,28143,MS,Tunica,-24.70281237,-3.3327056839999996
1473,28145,MS,Union,-32.13495942,-3.3327056839999996
1474,28147,MS,Walthall,5.150999402,-3.3327056839999996
1475,28149,MS,Warren,-23.66143547,-3.3327056839999996
1476,28151,MS,Washington,-17.55598303,-3.3327056839999996
1477,28153,MS,Wayne,-21.10632397,-3.3327056839999996
1478,28155,MS,Webster,-22.80895346,-3.3327056839999996
1479,28157,MS,Wilkinson,-37.31274974,-3.3327056839999996
1480,28159,MS,Winston,-55.26746834,-3.3327056839999996
1481,28161,MS,Yalobusha,-32.90077185,-3.3327056839999996
1482,28163,MS,Yazoo,-26.8986399,-3.3327056839999996
1483,29001,MO,Adair,-38.52447426,-2.805148165
1484,29003,MO,Andrew,-42.1036276,-2.805148165
1485,29005,MO,Atchison,-28.93872953,-2.805148165
1486,29007,MO,Audrain,-11.09381227,-2.805148165
1487,29009,MO,Barry,-33.7480378,-2.805148165
1488,29011,MO,Barton,-22.56326006,-2.805148165
1489,29013,MO,Bates,-27.27597857,-2.805148165
1490,29015,MO,Benton,-23.4732132,-2.805148165
1491,29017,MO,Bollinger,-39.715131899999996,-2.805148165
1492,29019,MO,Boone,-29.46623052,-2.805148165
1493,29021,MO,Buchanan,-22.13131608,-2.805148165
1494,29023,MO,Butler,-17.82654822,-2.805148165
1495,29025,MO,Caldwell,-23.51682513,-2.805148165
1496,29027,MO,Callaway,-39.17825574,-2.805148165
1497,29029,MO,Camden,-18.273730800000003,-2.805148165
1498,29031,MO,Cape Girardeau,-27.83758877,-2.805148165
1499,29033,MO,Carroll,-28.52729718,-2.805148165
1500,29035,MO,Carter,-3.4024596989999996,-2.805148165
1501,29037,MO,Cass,-33.87842653,-2.805148165
1502,29039,MO,Cedar,-39.81912676,-2.805148165
1503,29041,MO,Chariton,-14.68706172,-2.805148165
